comment,video,clean,label,label_id
"Dasar pengamalan Doa sebelum makan, tidak semuanya yg sudah berlaku di Masyarakat itu tanpa dasar/sesat.

Berawal dari Hadis tentang Doa sebelum makan yg dianggap dhaif. Ada sebagian yang alergi terhadap hadits dhaif dengan berdalil pada Imam al-Bukhari yang mengarang kitab Shahih al-Bukhari. Faktanya tidak begitu, Al-Bukhari meriwayatkan dari Thafawi sebanyak 3 hadits, salahsatunya tentang akhlak. Sepertinya Bukhari tidak terlalu ketat tentang Thafawi karena ini soal hadits motivasi ibadah dan dorongan menjauhi dosa.
Selain kitab Shahih al-Bukhari, Imam al-Bukhari juga memiliki beberapa kitab lain seperti At-Tarikh baik Kabir atau Shaghir, juga kitab Adab Al-Mufrad. Dalam kitab-kitab tersebut Imam al-Bukhari tetap mencantumkan hadits-hadits dhaif.
 “Memang ada segolongan ulama yang memvonis hadits dhaif tidak boleh diamalkan dan disetarakan dengan hadits palsu. Tapi kita tetap ikut mayoritas ulama sejak ribuan tahun silam,”.

(Kiai Ma’ruf Khozin)",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,dasar amal doa makan yg laku masyarakat dasar sesat hadis doa makan yg anggap dhaif alergi hadits dhaif dalil imam al bukhari arang kitab shahih al bukhari fakta al bukhari riwayat thafawi hadits salahsatunya akhlak bukhari ketat thafawi hadits motivasi ibadah dorong jauh dosa kitab shahih al bukhari imam al bukhari milik kitab at tarikh kabir shaghir kitab adab al mufrad kitab kitab imam al bukhari cantum hadits hadits dhaif golong ulama vonis hadits dhaif amal tara hadits palsu mayoritas ulama ribu silam kiai ma ruf khozin,netral,1
alhamdulillah bisa ketawa lagi stelah bbrp bulan larut dlm masalah hidup😊,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,alhamdulillah ketawa stelah bbrp larut dlm hidup,netral,1
"Cocok sama mael le bangg,
Daripada sama yang sebelumnya",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok mael le bangg,netral,1
😂😂😂 koplak bgtt,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,koplak bgtt,netral,1
Bg mael mmng buat kita ngakak.. njiiirr 😂😂 sehat trz bg mael,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bg mael mmng ngakak njiiirr sehat trz bg mael,netral,1
iri bngt sama fajar ngajinya lancar bngt,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,iri bngt fajar ngajinya lancar bngt,netral,1
Pantes karier si fajar melezit ..dia dekat dg tuhan nya,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pantes karier si fajar melezit dg tuhan nya,netral,1
Gua nonton karena si fajar 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gua nonton si fajar,netral,1
Fajar sibuk mau ambil rokok Tah itu beberapa kali?😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar sibuk ambil rokok tah kali,netral,1
mael jokesnya stand up bgt jir,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael jokesnya stand up bgt jir,netral,1
Musik nya ganggu banget sumpah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,musik nya ganggu banget sumpah,netral,1
Fajar main ko konten mael le,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar main ko konten mael le,positif,2
"Trimakasih bang mail
Mewakili hati saya😂😂😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,trimakasih bang mail wakil hati,netral,1
"Aku kesini gara"" fajar sad boy..😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kesini gara fajar sad boy,negatif,0
Buset lu Pidah sini bang bukan di PWK lagi,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,buset lu pidah bang pwk,netral,1
"Ter the besttt.. ni episode.. udalah bkin bertiga, bahas2 tema yg lg rame… kek tikum",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ter the besttt ni episode uda bkin tiga bahas2 tema yg lg rame kek tikum,netral,1
Fajarrrrrrrrrr❤❤❤❤❤❤❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajarrrrrrrrrr,netral,1
"ke sini gara"" ada fajar",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gara fajar,netral,1
"Fajar sma mael klo maen film komedi cocok kayaknya, karakter yg berbeda tp cocok",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar sma mael klo maen film komedi cocok kayak karakter yg beda tp cocok,netral,1
Fajar asuu 🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar asuu,netral,1
😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
"memang la si pras ni, ada aja gebrakannya, malah gabungin mail le ma fajar, ngakak dari awal smpe akhir...",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,la si pras ni aja gebrak gabungin mail le ma fajar ngakak smpe,netral,1
Aman bang mael yang penting jangan salurkan dana untuk bom teroris,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,aman bang mael salur dana bom teroris,netral,1
Full ngakak😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,full ngakak,positif,2
"Penyegaran komedian Indonesia, jangan itu itu aja bosen...sukses selalu kalean bertiga",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,segar komedian indonesia aja bosen sukses kalean tiga,netral,1
"Asli ngakak terus gue... Lagi dongggg part 2,3,4,5,..dst",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,asli ngakak gue dongggg part dst,netral,1
anjir anjir fajar sadboy gokill abis😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,anjir anjir fajar sadboy gokill abis,netral,1
wkwkwkw selalu seru bgttt anjir kalo ada si fajar gimmick nya makin jadi 😭😭 ekspresi muka dia juga ngeselin wkwkw sukses buat fajar & bang mael le kedepannya aamiin,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkwkw seru bgttt anjir kalo si fajar gimmick nya ekspresi muka ngeselin wkwkw sukses fajar bang mael le depan aamiin,netral,1
Keren mael lee. Tamparan bagi aku yg masih kurang agama,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,keren mael lee tampar yg agama,netral,1
Pras kesulitan🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pras sulit,netral,1
cocok pajar masuk film maee le 😅😆,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok pajar masuk film maee le,netral,1
lah jadi wahabi salafi mael skrg... duh 😢 gak ada dalil dan gak di contohkan Rosulullah itu aliran syeh abdul wahab bang.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wahabi salaf mael skrg duh gak dalil gak contoh rosulullah alir syeh abdul wahab bang,negatif,0
Aduh lucu bgt ini bertiga,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,aduh lucu bgt tiga,netral,1
jangan banyak makan es 😁,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,makan es,netral,1
oke,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,oke,netral,1
"2 bulan murung,, akhirnya gua bisa tertawa makasih mael,Pras,fajar 
Kalian bertiga keren",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,murung gua tertawa makasih mael pras fajar tiga keren,netral,1
Tepuk tangan 2 kata lucu 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tepuk tangan lucu,netral,1
Pecah banget wooiiiii,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah banget wooiiiii,netral,1
Knp mael cocok bgt sama pras,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,knp mael cocok bgt pras,netral,1
baru kali ini ter ngakak ngakak lagi,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kali ter ngakak ngakak,netral,1
Kamprettt maell... ngakak gw,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kamprettt maell ngakak gw,netral,1
11:10 NU kelojotan sama dia 😂😊,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,11 10 nu kelojot,netral,1
petcah asli🎉,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,petcah asli,netral,1
😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
INI EPISODE PALING NGAKAK,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,episode ngakak,netral,1
w,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Capeeeek banget episode ini hahah tengkyuuuu bang mael samaa fajar😭🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,capeeeek banget episode hahah tengkyuuuu bang mael samaa fajar,netral,1
"""Jacky Hasan"" Siapaaaa njir? 😂😂😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jacky hasan siapaaaa njir,netral,1
😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Aliran? Aer kali ahhh 😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,alir aer kali ahhh,netral,1
Murung kenapa bang😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,murung bang,netral,1
Cukup tau aja,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tau aja,netral,1
"Mael Lee, tetap ada.. 
Konten dgn fajar ini bagus",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael lee konten dgn fajar bagus,netral,1
43:20 ngakak liat cara mael liat fajar wkwkwkwkwk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,43 20 ngakak liat mael liat fajar wkwkwkwkwk,netral,1
Fajar....makhroj nya keren👍,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar makhroj nya keren,netral,1
"Njir fajar dateng cm di bully
Seru sih 😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,njir fajar dateng cm bully seru sih,netral,1
"""Masalah agama jangan dikasi musik"" Mantap maelee",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,agama kasi musik mantap maelee,netral,1
"Pecah x sichh....😂
 Kau hantukan kepala kau 😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah sichh kau hantu kepala kau,netral,1
Mantafff sudah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mantafff,netral,1
"masyaallah mael smoga tetap istikomah kereen  respect , fajae jg bacaan nya bagus  masyaallah keren",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masyaallah mael smoga istikomah kereen respect fajae jg baca nya bagus masyaallah keren,netral,1
"Rosululoh tidak pake kupluk dan wig. 
Rosululoh tidak pake motor sampe geleng orang . Rosul tidak pukul orang . Anda sehat mail",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,rosululoh pake kupluk wig rosululoh pake motor sampe geleng orang rosul orang sehat mail,netral,1
cocok banget mael dan fazar klo buat podchast,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok banget mael fazar klo podchast,netral,1
hadir bang fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hadir bang fajar,netral,1
"Fajar nih kayaknya kinestetik yaaa
Gak diem2.. ada aja gerakannya 😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar nih kayak kinestetik yaaa gak diem2 aja gera,netral,1
"Mending begini, dari pada ada si ebel",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mending si ebel,netral,1
Keren li jar bisa imbangin mal lee😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,keren li jar imbangin mal lee,netral,1
"Dimana ada fajar, saya hadirr😁😁😁😁",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mana fajar hadirr,netral,1
"Komedi nya ada, religi nya dapet, edukasinya mantap lengkap sudah 👌",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,komedi nya religi nya dapet edukasi mantap lengkap,netral,1
Kembalikan sty,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kembali sty,netral,1
Bagus juga ngajijya fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bagus ngajijya fajar,netral,1
wkwkwkkw,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkwkkw,netral,1
Aduin Jar Fajar Aduin ke Kaka Amanda Manopo mu. Biar diocehin Fras n Mael 😅😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,aduin jar fajar aduin kaka amanda manopo mu biar diocehin fras mael,netral,1
Apaan sih kok lu mikir nya gitu? Lu juga harus tau rosulullah juga gak balas keburukan dengan keburukan... Kenapa lihat dari sisi negatif nya padahal masih banyak hal baik yang bisa di ambil kebaikan nya? Video 50 menit loh ini masak lu cuma dapet sisi negatifnya doang sih? Pengikut rosul atau kw nih?,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sih lu mikir nya gitu lu tau rosulullah gak balas keburu keburu lihat sisi negatif nya ambil baik nya video 50 menit loh masak lu dapet sisi negatif doang sih ikut rosul kw nih,netral,1
​ @Dillah-r7f dasar wahabi bab,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,r7f dasar wahabi bab,netral,1
"​ @isalimam9796 wahabi itu apa? Kok Lu kalau di ingetin malah kesinggung, emang nya rosulullah anti kritik juga kah? Muslim warisan emang rata2 sok keras, sok suci, sok pinter, dikasih tau yang bener malah ngatain wahabi, ini lah jika iman nya pake nafsu, rusak semua pola pikir nya...",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wahabi lu ingetin singgung emang nya rosulullah anti kritik kah muslim waris emang rata2 sok keras sok suci sok pinter kasih tau bener ngatain wahabi iman nya pake nafsu rusak pola pikir nya,netral,1
semoga di segmen selanjutnya dua orang  ini jadi host wkwkwkw,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,moga segmen orang host wkwkwkw,netral,1
"Bang MaeL,saran aja cek tensi abis ini 🤣😭",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang mael saran aja cek tensi abis,netral,1
"PERTANYAAN, EBEL COBRA MANA 😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ebel cobra,netral,1
"Yg sakit jumpa yg stres, awak ikut gila nengok nya🤣🤣 the best lah",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yg sakit jumpa yg stres awak gila nengok nya the best,positif,2
Firmawan satuin sama fajar bang,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,firmawan satuin fajar bang,netral,1
nonton yutup dalilnya apa tad?,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nonton yutup dalil tad,netral,1
Kocak😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak,netral,1
Mantaap bang maellll...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mantaap bang maellll,netral,1
Fajar kampre😂😂😂😂😂🎉🎉,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar kampre,netral,1
"Orang yang viral karena kesedihan,sampai sekarang yang bertahan dititik ini,emang rezki gk ada yang tau",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,orang viral sedih tahan titik emang rezki gk tau,netral,1
😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
cocok banget kalen bertiga.. sumpah..,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok banget kalen tiga sumpah,netral,1
Fajar gokil😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar gokil,netral,1
"Ngakak sepanjang video wkwkwkwk
Rugi gak nonton episode ini",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak video wkwkwkwk rugi gak nonton episode,netral,1
Praz.. Alah cocok mah co host mael lee.. Ketuk palu lah sanak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,praz alah cocok mah co host mael lee ketuk palu sanak,netral,1
closingnyaa kereeeeennnn,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,closingnyaa kereeeeennnn,netral,1
Mungkin hajar sadboy namanya skrg,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hajar sadboy nama skrg,netral,1
😂😂lebih pecah fajar  mael  😅dgn  udaa pras teguh ketemu😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah fajar mael dgn udaa pras teguh ketemu,netral,1
"opening nya terlalu bertele2 bang pras, langsung aja bintang tamu nya",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,opening nya bertele2 bang pras langsung aja bintang tamu nya,netral,1
"Paling pecah pas mail bilang , mukanya hampir busuk loh 🤣🤣🤣",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah pas mail bilang muka busuk loh,netral,1
Cari Kami Selalu Di Google Totobet69 Promo Bebas tanpa batas Bebas Biaya Admin Cuan 100%,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cari google totobet69 promo bebas batas bebas biaya admin cuan 100,netral,1
yo,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yo,netral,1
"Ngeselin bgt fajar,untung mael ama praz cocok, jadi menarik episode ini",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngeselin bgt fajar untung mael ama praz cocok tarik episode,netral,1
Episode paling ngakak 😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,episode ngakak,netral,1
sumpah pecah bangeettt fajaarr bikin klimaks kreeennn,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpah pecah bangeettt fajaarr bikin klimaks kreeennn,netral,1
Asli kocak klen woiii😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,asli kocak klen woiii,netral,1
"siapa sangka fajar bisa ngaji se syahdu itu boyy gilaa, pantas rezeki lancar dan karir tetap naik tanpa redup the real fajar",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sangka fajar ngaji syahdu boyy gilaa rezeki lancar karir redup the real fajar,positif,2
Bunda sayang fajar ❤❤❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bunda sayang fajar,netral,1
Fajar cocok kayaknya ma mereka berdua,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar cocok kayak ma dua,netral,1
"Masyaalloh,,,. Barokallohufik Bang Mael...",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masyaalloh barokallohufik bang mael,netral,1
Ebel cobra mana,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ebel cobra,netral,1
Asli Keren terhibur gw sm lawakan nya,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,asli keren hibur gw sm lawa nya,netral,1
Klasss fajar maell lee,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,klasss fajar maell lee,netral,1
trioo💪💥,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,trioo,netral,1
aduh.....lucu lucu 😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,aduh lucu lucu,netral,1
Sumpah ini kocak banget,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpah kocak banget,netral,1
fajar fajar wkwkwkwk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar fajar wkwkwkwk,netral,1
Serasa bulan puasaaaa,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,serasa puasaaaa,netral,1
jar fajar.. pengan kau kuhajar aja,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jar fajar kan kau hajar aja,netral,1
Lucu Pajar 😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu pajar,netral,1
"​ @Parna_Official94 bro, hidup itu warna warni seperti rezeki setiap orang, ada ujian yang mudah ada yang sulit. Point nya apakah kita tetap setia pada sang pencipta. Kaya gitu aja harus di ajarin ah elah",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bro hidup warna warni rezeki orang uji mudah sulit point nya setia sang cipta kaya gitu aja ajarin ah elah,netral,1
​ @Parna_Official94 Rejeki bukan soal uang aja bang. Lagian ujian hidup tuh selalu ada tapi Allah SWT tak pernah memberi cobaan yg melebihi kemampuan Hamba-Nya dan juga selalu percaya dibalik cobaan selalu ada Hikmah tersendiri ❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,rejeki uang aja bang uji hidup tuh allah swt coba yg lebih mampu hamba nya percaya balik coba hikmah sendiri,netral,1
​ @Parna_Official94 Ada aja anomali begini,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,aja anomali,netral,1
Fajar selalu trending di channel om dedy👍👍,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar trending channel om dedy,netral,1
"OKI RENGGA, ABDUR DAN KALI INI LANGSUNG KE PUSAT PREMAN BUMI NYA YANG DI DATENGIN FAJAR... HAHAHHA",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,oki rengga abdur kali langsung pusat preman bumi nya datengin fajar hahahha,netral,1
"Kalau bisa pencet pencet love sebanyak banyaknya ,episode ini mauu di love love .. aslii seruu ,lucu ,kocak ,,berti3 seruu abiss .. gak bosan SMA bang mael ,,eeh Pajar teryata aslii Lucu jg ,,ketemu bang Prass kompak",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pencet pencet love banyak episode mauu love love asli seruu lucu kocak berti3 seruu abiss gak bosan sma bang mael eeh pajar teryata asli lucu jg ketemu bang prass kompak,positif,2
"Wow sdikit menyenggol nu ya ku liat"" Wkwkw",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wow sdikit senggol nu ya ku liat wkwkw,positif,2
"Mail Lee 
Memang tak adak otaknya 😂😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mail lee adak otak,netral,1
wkwkwwk fajar fajar...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkwwk fajar fajar,netral,1
Kalo praz teguh paling top dah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kalo praz teguh top dah,positif,2
gokss bgt😭,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gokss bgt,netral,1
Cocok kali nih trio terminal 😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok kali nih trio terminal,netral,1
Kesini karena ada fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kesini fajar,netral,1
gong'y dapet banget cocok pajar yg ngeselin sama maell lee yang emosian dan pras jadi penengah'y 🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gong dapet banget cocok pajar yg ngeselin maell lee emosi pras tengah,netral,1
"fajar lucu bangeti looooo....guys tembuskan film fajar sama manda sampe 4jt view yA, suksses trus fajar",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar lucu banget looooo guys tembus film fajar manda sampe 4jt view ya suksses trus fajar,netral,1
fajar udah mulai pinter bnget wkkw,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar udah pinter bnget wkkw,netral,1
"Asu""ampe sakit perut gw ketawa mulu😁🤦‍♂️",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,asu ampe sakit perut gw ketawa mulu,netral,1
sumpahhh pecahhh bgttt dri awal sampai akhir❤❤❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpahhh pecahhh bgttt dri,netral,1
Amin ❤❤❤❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,amin,netral,1
"😂😂😂😂😂😂😂😂😂😂 luar biasa Fajar,Maell,Frazz",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar maell frazz,netral,1
"Harus bikin acara sih ini, pecah banget soalnya",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bikin acara sih pecah banget,netral,1
Bandel kali memang klen semua ya,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bandel kali klen ya,netral,1
Anjirrrr ngakak bangett kombinasinyaa keren bangett 😆🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,anjirrrr ngakak bangett kombinasinyaa keren bangett,netral,1
😂😂😂😂😂😂😂😅😅😅😅😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
fajar ketemu jeng Kelin pasti adooh😤😆😅😆,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar ketemu jeng lin adooh,netral,1
Dari cuma pengen nonton semenit jadi nonton sampe abis,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ken nonton menit nonton sampe abis,netral,1
Paling pecah ini sumpah seru!!!,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah sumpah seru,netral,1
Sengaja skip awal Vidio biar ga kliatan lucunya😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sengaja skip vidio biar ga kliatan lucu,netral,1
lucu bgttt ada fajarrr,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu bgttt fajarrr,netral,1
Hoki bang mael hijrah ke manhaj salaf,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hoki bang mael hijrah manhaj salaf,netral,1
